year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1982	79	ESP	Spain	455587859258.34000	1087860162522.96000	1105908797799.85000	14418300.00000	0.98500	31780.00000	8017687.00000	322408.00000	0.00000	145720.00000	13572.00000
1983	79	ESP	Spain	462966900157.83700	1108091322062.38000	1125057039222.67000	14486000.00000	1.05870	32447.00000	8453704.00000	321912.00000	0.00000	146810.00000	13572.00000
1984	79	ESP	Spain	470693378067.00900	1125631843360.82000	1141579617491.48000	14926500.00000	1.13590	34220.00000	8881730.00000	318548.00000	0.00000	147905.00000	13575.00000
1985	79	ESP	Spain	481915768292.01700	1146439409891.58000	1161430317574.40000	14979100.00000	1.21600	34163.00000	9340457.00000	318991.00000	0.00000	149010.00000	12710.00000
1986	79	ESP	Spain	498664026774.35300	1176661019624.62000	1190752472846.47000	15022400.00000	1.30030	36029.00000	9785299.00000	318991.00000	1700.00000	150142.00000	12721.00000
1987	79	ESP	Spain	527215995349.93400	1217840464205.19000	1231086430233.74000	15443600.00000	1.38800	36236.00000	10236399.00000	318022.00000	4200.00000	151260.00000	12686.00000
1988	79	ESP	Spain	555634195476.88000	1273135082259.08000	1285586290325.91000	15476400.00000	1.47840	37917.00000	10971626.00000	318022.00000	11600.00000	152390.00000	12550.00000
1989	79	ESP	Spain	583559004966.75000	1339927690216.28000	1351631825799.10000	15507200.00000	1.57000	38449.00000	11797156.00000	318022.00000	29800.00000	153520.00000	12565.00000
1990	79	ESP	Spain	605993145442.79800	1411652696131.41000	1422654583579.26000	15922800.00000	1.66090	39097.00000	12270486.00000	331961.00000	54700.00000	154855.00000	12560.00000
1991	79	ESP	Spain	621278454353.43100	1481275922709.48000	1491617696910.46000	15955600.00000	1.75750	38509.00000	13279281.00000	324166.00000	108000.00000	155798.00000	12570.00000
1992	79	ESP	Spain	626402071887.65100	1541079697208.06000	1550800964956.98000	16382500.00000	1.85290	38718.00000	13791481.00000	331961.00000	180000.00000	156747.00000	13041.00000
1993	79	ESP	Spain	617980961672.40200	1580122296102.60000	1589260287786.59000	16414900.00000	1.97024	38921.00000	14252347.00000	338715.00000	257000.00000	157702.00000	12601.00000
1994	79	ESP	Spain	632800125527.60800	1621384340997.67000	1629974053180.62000	16440100.00000	2.09169	38990.00000	14682986.00000	341230.00000	412000.00000	160418.00000	12646.00000
1995	79	ESP	Spain	650778210915.75500	1670503545726.28000	1678577875178.25000	16860300.00000	2.21783	39667.00000	15095491.00000	343197.00000	945000.00000	161363.00000	12280.00000
1996	79	ESP	Spain	666390976666.97000	1720055835314.11000	1727645704998.96000	16886400.00000	2.34932	40805.00000	15406882.00000	344847.00000	3000000.00000	163045.00000	12284.00000
1997	79	ESP	Spain	692060434588.54600	1773686467331.56000	1780820944835.32000	16908900.00000	2.48680	41849.00000	15854321.00000	346858.00000	4340000.00000	164504.00000	12294.00000
1998	79	ESP	Spain	723572995129.06000	1843010122010.77000	1849716530864.30000	17076288.00000	2.59295	43464.00000	16288605.00000	346858.00000	6437444.00000	165854.00000	12303.00000
1999	79	ESP	Spain	757713807361.94900	1927564771097.21000	1933868795419.53000	17344382.00000	2.70362	44937.00000	16480426.00000	363795.00000	15003708.00000	167157.04688	14059.00000
2000	79	ESP	Spain	795467118787.80700	2018848420461.12000	2024774203324.11000	17592290.00000	2.81903	46422.00000	17104000.00000	363795.00000	24265060.00000	171973.00000	13866.00000
1960	80	LKA	Sri Lanka	8556088369.10563	17381783501.06050	13945612378.10840	3560040.00000	0.48590	94.00000	22772.00000	19059.00000	0.00000	12439.00000	1445.00000
1961	80	LKA	Sri Lanka	9661263047.57780	17914149927.58640	14684149072.01140	3648600.00000	0.49590	94.00000	23682.00000	19195.00000	0.00000	12912.00000	1445.00000
1962	80	LKA	Sri Lanka	9698645731.12321	18370983797.72650	15334782993.48610	3738600.00000	0.50630	139.00000	24628.00000	19387.00000	0.00000	13402.00000	1445.00000
1963	80	LKA	Sri Lanka	10635304596.60910	18994108172.13730	16140079416.15130	3834360.00000	0.51550	152.00000	25612.00000	19676.00000	0.00000	14757.00000	1445.00000
1964	80	LKA	Sri Lanka	11236160027.36660	19499057886.33640	16816270855.70960	3811150.00000	0.52380	170.00000	26636.00000	20028.00000	0.00000	14821.00000	1484.00000
1965	80	LKA	Sri Lanka	11797962056.74510	19856545346.62070	17334725537.83150	3907400.00000	0.53220	220.00000	27700.00000	20225.00000	0.00000	14966.00000	1489.00000
1966	80	LKA	Sri Lanka	12162137218.13300	20398189570.81610	18027678950.55420	4003650.00000	0.54330	219.00000	28800.00000	20714.00000	0.00000	14914.00000	1490.00000
1967	80	LKA	Sri Lanka	13377052734.20920	21050642047.77660	18822362064.73040	4096050.00000	0.55550	217.00000	30600.00000	37265.00000	0.00000	14748.00000	1497.00000
1968	80	LKA	Sri Lanka	13649018716.22300	21946529698.15040	19851946514.08700	4197200.00000	0.56730	209.00000	33200.00000	20955.00000	0.00000	14585.00000	1500.00000
1969	80	LKA	Sri Lanka	14427911989.86320	23280631864.76540	21311723671.74580	4288200.00000	0.57980	282.00000	35700.00000	21105.00000	0.00000	14689.00000	1535.00000
1970	80	LKA	Sri Lanka	15686092513.20670	24896010069.11360	23045236367.67520	4379900.00000	0.59280	281.00000	37100.00000	21291.00000	0.00000	14840.00000	1535.00000
1971	80	LKA	Sri Lanka	16485394672.44010	26125072165.73480	24385344886.38270	4412800.00000	0.60460	281.00000	37700.00000	21496.00000	0.00000	14961.00000	1535.00000
1972	80	LKA	Sri Lanka	17835955383.91220	27539239466.62290	25903895824.03190	4501350.00000	0.61620	281.00000	38100.00000	21903.00000	0.00000	15266.00000	1535.00000
1973	80	LKA	Sri Lanka	19141464136.87880	28027414586.15770	26490191562.12220	4581850.00000	0.62800	281.00000	40500.00000	23344.00000	0.00000	16341.00000	1535.00000
1974	80	LKA	Sri Lanka	20228441933.67940	29464969445.79970	28019979803.20630	4782240.00000	0.63790	381.00000	41488.00000	29202.00000	0.00000	16579.00000	1535.00000
1975	80	LKA	Sri Lanka	20725514407.80850	31060081460.08280	29701791196.04500	4858560.00000	0.64440	381.00000	42500.00000	29686.00000	0.00000	16821.00000	1501.00000
1976	80	LKA	Sri Lanka	21372625179.40790	33539715392.88000	32262922544.68440	4938120.00000	0.65240	421.00000	43550.00000	26385.00000	0.00000	17066.00000	1501.00000
1977	80	LKA	Sri Lanka	21957971392.13070	35027948673.91050	33827763396.60670	5019120.00000	0.65810	421.00000	44625.00000	24736.00000	0.00000	17315.00000	1453.00000
1978	80	LKA	Sri Lanka	24463660609.62930	39377313827.01780	38249139666.35220	5106240.00000	0.66270	401.00000	45700.00000	24911.00000	0.00000	17438.00000	1453.00000
1979	80	LKA	Sri Lanka	25644196366.17880	41688526704.68560	40628042993.66000	5354270.00000	0.71940	401.00000	47400.00000	27867.00000	0.00000	19201.00000	1453.00000
1980	80	LKA	Sri Lanka	27895320595.66490	44630834594.21320	43633979905.84910	5453060.00000	0.74510	421.00000	54200.00000	25292.00000	0.00000	19994.00000	1453.00000
1981	80	LKA	Sri Lanka	30389581540.14370	47745294245.76870	46808250838.70640	5545560.00000	0.78630	421.00000	66013.00000	25292.00000	0.00000	20275.00000	1453.00000
1982	80	LKA	Sri Lanka	32521110311.95320	50736858314.43940	49856037511.80090	5619930.00000	0.80660	562.00000	70381.00000	25466.00000	0.00000	20275.00000	1453.00000
1983	80	LKA	Sri Lanka	32506648524.68630	53351402338.58590	52523430784.10570	5858460.00000	0.82530	592.00000	73500.00000	25466.00000	0.00000	20275.00000	1453.00000
1984	80	LKA	Sri Lanka	33459394043.91520	55388074091.83350	54609780830.62200	5927620.00000	0.86200	812.00000	80770.00000	25466.00000	0.00000	20275.00000	1453.00000
1985	80	LKA	Sri Lanka	37816900283.39560	57282286442.46040	56550690776.92170	6018060.00000	0.90990	949.00000	87686.00000	25466.00000	0.00000	20275.00000	1453.00000
1986	80	LKA	Sri Lanka	39632370175.45260	58910902820.96970	58223202895.36330	6285630.00000	0.97730	1065.00000	92065.00000	25494.00000	0.00000	20299.00000	1453.00000
1987	80	LKA	Sri Lanka	40219171520.45750	60809582755.54410	60163144825.47410	6380790.00000	1.05170	1071.00000	97333.00000	25634.00000	0.00000	20310.00000	1453.00000
1988	80	LKA	Sri Lanka	41417709069.00340	62262404373.84440	61654752719.57860	6468930.00000	1.13650	1208.00000	103521.00000	25680.00000	0.00000	20350.00000	1453.00000
1989	80	LKA	Sri Lanka	42775853125.84530	63469879895.52210	62898687340.51230	6722400.00000	1.22830	1210.00000	105483.00000	25749.00000	0.00000	20902.00000	1453.00000
1990	80	LKA	Sri Lanka	47288719522.76510	64876067113.66670	64339146111.95750	6797200.00000	1.33880	1289.00000	121409.43750	25952.00000	1010.00000	21007.00000	1453.00000
1991	80	LKA	Sri Lanka	47554347447.56230	66638914101.17000	66134208359.56330	6898800.00000	1.44000	1289.00000	125812.10938	25952.00000	1970.00000	21007.00000	1462.00000
1992	80	LKA	Sri Lanka	51280153129.82630	68543901951.38150	68069478554.27120	7136050.00000	1.53530	1409.00000	135465.07813	25952.00000	4000.00000	21007.00000	1491.00000
1993	80	LKA	Sri Lanka	54291926560.88390	71179358890.60040	70733400897.31670	7227650.00000	1.64021	1557.00000	157849.39063	25879.00000	13000.00000	21476.00000	1491.00000
1994	80	LKA	Sri Lanka	57021288484.50830	73984650785.50760	73565450271.82090	7503300.00000	1.75808	1557.00000	180673.42188	26424.00000	29200.00000	21920.00000	1491.00000
1995	80	LKA	Sri Lanka	61366353783.54310	76602067777.53490	76208019294.66950	7607040.00000	1.88703	1555.00000	205985.73438	26896.00000	53100.00000	22479.00000	1491.00000
1996	80	LKA	Sri Lanka	64711851969.89030	79489693482.37730	79119287908.48380	7686000.00000	2.02581	1555.00000	254887.71875	27425.00000	71000.00000	23525.00000	1491.00000
1997	80	LKA	Sri Lanka	68197763986.30620	82590854543.82000	82242673304.36010	7977360.00000	2.17327	1555.00000	344772.00000	27970.00000	115000.00000	24630.00000	1491.00000
1998	80	LKA	Sri Lanka	70640625304.24610	86336699492.39100	86009409127.29870	8158145.00000	2.23202	1601.00000	523529.00000	28511.00000	174202.00000	10720.75000	1491.00000
1999	80	LKA	Sri Lanka	74441993151.67360	90030638974.32150	89722986031.13480	8361186.00000	2.29235	1601.00000	671916.00000	29695.00000	256655.00000	11285.00000	1447.00000
2000	80	LKA	Sri Lanka	77851398193.13630	94228295810.74520	93939102044.14970	8560103.00000	2.35432	1606.50000	767411.00000	30397.42578	430202.00000	11285.00000	1463.00000
1960	81	SDN	Sudan	11465760374.73920	#?VALOR!	27571353143.48400	4242700.00000	0.02430	44.00000	17339.00000	5590.00000	0.00000	1330.00000	4232.00000
1961	81	SDN	Sudan	11518193438.89830	#?VALOR!	27932577053.47930	4326610.00000	0.02730	51.00000	18945.00000	5855.00000	0.00000	1400.00000	4680.00000
1962	81	SDN	Sudan	12358680400.26320	#?VALOR!	28279085478.08200	4414010.00000	0.03020	63.00000	20699.00000	6100.00000	0.00000	1475.00000	4685.00000
1963	81	SDN	Sudan	12043112003.56940	#?VALOR!	28611785366.72570	4504890.00000	0.03430	70.00000	22616.00000	6310.00000	0.00000	1550.00000	4685.00000
1964	81	SDN	Sudan	11942116811.62080	#?VALOR!	28931529334.80090	4598990.00000	0.04000	70.00000	24711.00000	6500.00000	0.00000	1630.00000	4737.00000
1965	81	SDN	Sudan	12749659183.26510	#?VALOR!	29239118923.98430	4696420.00000	0.04450	76.00000	27000.00000	6664.00000	0.00000	1700.00000	4740.00000
1966	81	SDN	Sudan	12275760701.65650	#?VALOR!	29535307666.94880	4798100.00000	0.04880	91.00000	27400.00000	6668.00000	0.00000	1750.00000	4748.00000
1967	81	SDN	Sudan	12490993866.57370	#?VALOR!	29820803968.19180	4775880.00000	0.05300	92.00000	28400.00000	6674.00000	0.00000	1790.00000	4752.00000
1968	81	SDN	Sudan	12765930228.05240	#?VALOR!	30096273812.01490	4885850.00000	0.05740	97.00000	32600.00000	6682.00000	0.00000	1820.00000	4756.00000
1969	81	SDN	Sudan	12957056902.04780	#?VALOR!	30362343308.02630	5002780.00000	0.06460	131.00000	33200.00000	6766.00000	0.00000	1860.00000	4756.00000
1970	81	SDN	Sudan	13754412018.60620	#?VALOR!	30619601083.91320	5127830.00000	0.07390	117.00000	33300.00000	6869.00000	0.00000	1900.00000	4756.00000
1971	81	SDN	Sudan	14433119645.36970	#?VALOR!	30541462184.39190	5266990.00000	0.08330	112.00000	34400.00000	7000.00000	0.00000	1950.00000	4756.00000
1972	81	SDN	Sudan	14913827913.95580	#?VALOR!	30364671175.84410	5416940.00000	0.09360	115.00000	36500.00000	7160.00000	0.00000	2000.00000	4756.00000
1973	81	SDN	Sudan	16888102712.79760	#?VALOR!	30981886437.95690	5577180.00000	0.10220	195.00000	39700.00000	7350.00000	0.00000	2080.00000	4757.00000
1974	81	SDN	Sudan	17130038154.78890	#?VALOR!	32327275244.79780	5746660.00000	0.11240	200.00000	41400.00000	7590.00000	0.00000	2200.00000	4757.00000
1975	81	SDN	Sudan	17727778432.92530	#?VALOR!	33828779132.29730	5924440.00000	0.12180	205.00000	42300.00000	7832.00000	0.00000	2310.00000	4780.00000
1976	81	SDN	Sudan	19690280375.98070	#?VALOR!	35616374112.72500	6112150.00000	0.13560	210.00000	43200.00000	8009.00000	0.00000	2400.00000	4784.00000
1977	81	SDN	Sudan	20517397367.30930	#?VALOR!	37498976188.84090	6306000.00000	0.15060	215.00000	43500.00000	8997.00000	0.00000	2600.00000	4787.00000
1978	81	SDN	Sudan	20443895144.05050	#?VALOR!	38576935517.08910	6504700.00000	0.16570	260.00000	43984.00000	8980.00000	0.00000	2650.00000	4787.00000
1979	81	SDN	Sudan	20373609765.93770	#?VALOR!	39424235062.12750	6707080.00000	0.18110	297.00000	44286.00000	8956.00000	0.00000	2790.00000	4787.00000
1980	81	SDN	Sudan	20258161826.73820	#?VALOR!	40392492986.33760	6911970.00000	0.19540	300.00000	45355.00000	9013.00000	0.00000	2970.00000	4786.00000
1981	81	SDN	Sudan	21271658582.60290	#?VALOR!	41688551091.56990	7118500.00000	0.21060	310.00000	45874.00000	9013.00000	0.00000	2970.00000	4786.00000
1982	81	SDN	Sudan	21912606059.48040	#?VALOR!	42344942370.66690	7326030.00000	0.22560	323.00000	48282.00000	9018.00000	0.00000	2975.00000	4786.00000
1983	81	SDN	Sudan	21495136271.95400	#?VALOR!	42287942251.64420	7686380.00000	0.24180	368.00000	51859.00000	9018.00000	0.00000	2975.00000	4786.00000
1984	81	SDN	Sudan	21272240615.37890	#?VALOR!	42068371652.27040	7738100.00000	0.26030	390.00000	54973.00000	9012.00000	0.00000	2975.00000	4786.00000
1985	81	SDN	Sudan	22737297351.04850	#?VALOR!	41875630350.04510	7939830.00000	0.27940	450.00000	57642.00000	9580.00000	0.00000	3290.00000	4786.00000
1986	81	SDN	Sudan	24161907869.47360	#?VALOR!	41736447790.60760	8138320.00000	0.30010	450.00000	58150.00000	9700.00000	0.00000	3315.00000	4764.00000
1987	81	SDN	Sudan	25585250520.33860	#?VALOR!	41526417109.57830	8333620.00000	0.32000	450.00000	58745.00000	9900.00000	0.00000	3360.00000	4769.00000
1988	81	SDN	Sudan	25940540145.04460	#?VALOR!	41252691753.95440	8525870.00000	0.34060	450.00000	59000.00000	10100.00000	0.00000	3400.00000	4774.00000
1989	81	SDN	Sudan	26634426996.09810	#?VALOR!	40959129110.72460	8715430.00000	0.36140	450.00000	60000.00000	10270.00000	0.00000	3460.00000	4779.00000
1990	81	SDN	Sudan	27939204175.55600	#?VALOR!	40697949039.95560	8902940.00000	0.38250	500.00000	60681.03906	10420.00000	0.00000	3515.00000	4784.00000
1991	81	SDN	Sudan	29858524308.28030	#?VALOR!	40510601237.80930	9091140.00000	0.40380	500.00000	61887.39844	10420.00000	0.00000	3560.00000	4784.00000
1992	81	SDN	Sudan	31155262435.38630	#?VALOR!	40359076761.50440	9530710.00000	0.42600	500.00000	61894.14063	10420.00000	0.00000	3620.00000	4756.00000
1993	81	SDN	Sudan	32231354753.40930	#?VALOR!	40204555997.21230	9725030.00000	0.45321	500.00000	65671.78125	10420.00000	0.00000	3736.35010	4756.00000
1994	81	SDN	Sudan	33383103701.32230	#?VALOR!	40266526063.19990	9919660.00000	0.48132	500.00000	65135.61719	10420.00000	0.00000	4035.60010	4756.00000
1995	81	SDN	Sudan	34954445833.47900	#?VALOR!	40531384839.40470	10380600.00000	0.51038	500.00000	75679.77344	10420.00000	0.00000	4235.39990	4595.00000
1996	81	SDN	Sudan	36238386375.03580	#?VALOR!	41096499458.91710	10592700.00000	0.54056	578.00000	99121.78125	10420.00000	2200.00000	4319.70020	4595.00000
1997	81	SDN	Sudan	38333531821.29000	#?VALOR!	41866800534.61940	10817400.00000	0.57205	653.00000	111893.98438	10420.00000	3800.00000	4492.00000	4595.00000
1998	81	SDN	Sudan	36599111460.38800	#?VALOR!	42584304149.92740	11118084.00000	0.60717	663.00000	162225.00000	10420.00000	8600.00000	4319.69971	4595.00000
1999	81	SDN	Sudan	33428610634.25670	#?VALOR!	43310716937.44840	11400733.00000	0.64445	668.00000	251420.00000	10420.00000	13000.00000	4319.69971	4595.00000
2000	81	SDN	Sudan	36753590380.17000	#?VALOR!	44717249064.15860	11669469.00000	0.68401	698.00000	386775.00000	10420.00000	23000.00000	4319.70020	4599.00000
1960	82	SWE	Sweden	82768889920.67730	104809169369.32500	187378237939.59600	3291200.00000	0.40800	8957.00000	2165972.00000	158696.00000	0.00000	16692.00000	15399.00000
1961	82	SWE	Sweden	87268890359.13080	119743204080.17500	197358128536.23000	3308800.00000	0.42900	9750.00000	2265570.00000	160327.00000	0.00000	29746.00000	14794.00000
1962	82	SWE	Sweden	90808645676.49430	134529301151.05300	207487330139.74500	3327280.00000	0.45190	10563.00000	2377871.00000	164818.00000	0.00000	22970.00000	14254.00000
1963	82	SWE	Sweden	95497052717.73570	149401048624.68500	217981595874.05500	3421800.00000	0.47730	11298.00000	2500999.00000	164827.00000	0.00000	24915.00000	14063.00000
1964	82	SWE	Sweden	101608146005.02000	166283982516.25800	230749696930.66600	3447450.00000	0.50010	11560.00000	2619924.00000	166010.00000	0.00000	26869.00000	13721.00000
1965	82	SWE	Sweden	105521135298.42800	183728909396.26900	244326680945.81300	3480300.00000	0.52240	12042.00000	2926999.00000	167361.00000	0.00000	28979.00000	13433.00000
1966	82	SWE	Sweden	107616252105.75300	200156003799.58400	257117909056.15500	3513600.00000	0.54790	12233.00000	3064001.00000	168656.00000	0.00000	30928.00000	13067.00000
1967	82	SWE	Sweden	111006642571.84500	216220308633.58900	269764499574.76600	3619280.00000	0.57640	13302.00000	3194000.00000	171410.00000	0.00000	32674.00000	12907.00000
1968	82	SWE	Sweden	114609339051.31800	231411901923.14700	281743441407.85300	3640440.00000	0.60940	13722.00000	3325000.00000	97690.00000	0.00000	34548.00000	12807.00000
1969	82	SWE	Sweden	119886882401.89700	247519608719.28200	294831255834.90500	3665280.00000	0.64650	14799.00000	3466000.00000	98050.00000	0.00000	36771.00000	12543.00000
1970	82	SWE	Sweden	126955843089.75800	265923439180.68400	310396387469.37000	3780210.00000	0.68640	15307.00000	3603001.00000	97954.00000	0.00000	38553.00000	12203.00000
1971	82	SWE	Sweden	127333265018.69200	281184274083.16100	322988845474.52600	3806060.00000	0.72990	16118.00000	3724999.00000	97484.00000	0.00000	39456.00000	12171.00000
1972	82	SWE	Sweden	130302029297.13400	295218741972.85700	334515039080.74000	3817340.00000	0.77430	17744.00000	3830002.00000	123886.00000	0.00000	40570.00000	12104.00000
1973	82	SWE	Sweden	134131705692.25000	308291131907.47400	345229651188.88400	3905760.00000	0.81870	19465.00000	3932999.00000	124925.00000	0.00000	48190.00000	12104.00000
1974	82	SWE	Sweden	138713383514.28700	323084077982.60400	357806286107.12900	3917280.00000	0.86930	20768.00000	4056000.00000	124847.00000	0.00000	57241.00000	12102.00000
1975	82	SWE	Sweden	143124038363.05700	339149625163.79000	371788500800.84400	4014570.00000	0.92240	23135.00000	4209002.00000	124798.00000	0.00000	67994.00000	12065.00000
1976	82	SWE	Sweden	145566239126.03000	354141980274.19500	384822523373.02500	4028780.00000	0.97000	24445.00000	4355999.00000	124837.00000	0.00000	80766.00000	12061.00000
1977	82	SWE	Sweden	142300692940.42900	363585024649.88900	392424735162.78900	4043480.00000	1.01720	25108.00000	4495002.00000	128873.00000	0.00000	83203.00000	12077.00000
1978	82	SWE	Sweden	142886244987.90200	368822627827.42700	395931955709.55400	4138000.00000	1.04930	26091.00000	4594998.00000	128973.00000	0.00000	89548.00000	12074.00000
1979	82	SWE	Sweden	148625784343.44300	377244373877.87100	402727142087.07000	4147000.00000	1.08980	27000.00000	4678000.00000	129066.00000	0.00000	93461.00000	12006.00000
1980	82	SWE	Sweden	151187215853.04300	387456661461.02500	411410463577.67200	4238100.00000	1.13990	27416.00000	4820001.00000	129018.00000	0.00000	94876.00000	12006.00000
1981	82	SWE	Sweden	148796595901.90800	392290054978.26800	414806628967.91600	4243200.00000	1.19480	29300.00000	4895051.00000	129471.00000	20400.00000	99598.00000	11952.00000
1982	82	SWE	Sweden	150214795995.34400	396679547110.18600	417845126660.45500	4245750.00000	1.25280	29724.00000	4965900.00000	129518.00000	27200.00000	100907.00000	12362.00000
1983	82	SWE	Sweden	151557665040.95500	400571843255.30100	420467488032.55400	4332120.00000	1.30110	30710.00000	5016790.00000	129698.00000	36300.00000	104146.00000	12323.00000
1984	82	SWE	Sweden	158251337941.39000	407573116389.34300	426275022479.96100	4335240.00000	1.34380	30863.00000	5127592.00000	136418.00000	57900.00000	106894.00000	12063.00000
1985	82	SWE	Sweden	163080391362.10200	417790250300.90500	435370042026.08600	4342000.00000	1.38130	33168.00000	5242496.00000	130691.00000	73000.00000	110345.00000	11745.00000
1986	82	SWE	Sweden	167504556479.19500	426934298822.13000	443459303043.80100	4436100.00000	1.41560	33100.00000	5372999.00000	130834.00000	113000.00000	113329.00000	11745.00000
1987	82	SWE	Sweden	173787400265.07700	437792363964.03800	453325867932.40800	4451470.00000	1.44960	33023.00000	5480498.00000	130941.00000	173000.00000	115599.00000	11673.00000
1988	82	SWE	Sweden	178802148449.17100	450675037019.01400	465276530749.28200	4471080.00000	1.48390	33090.00000	5601002.00000	131048.00000	243000.00000	116298.00000	11545.00000
1989	82	SWE	Sweden	184776460342.11000	467992383943.73100	481717788050.18300	4586220.00000	1.51930	32783.00000	5716000.00000	133673.00000	349000.00000	117726.00000	11501.00000
1990	82	SWE	Sweden	186430196791.85700	484705039352.15800	497606919212.22300	4621860.00000	1.55490	34190.00000	5829389.50000	134985.00000	461000.00000	118416.00000	11211.00000
1991	82	SWE	Sweden	183121918803.81100	493364617809.62700	505492384878.08700	4653400.00000	1.58970	34089.00000	5957276.50000	135859.00000	568000.00000	119660.00000	11045.00000
1992	82	SWE	Sweden	181098536993.07500	499601757963.18200	511001859007.53500	4680720.00000	1.62290	34639.00000	5922167.50000	135787.00000	656000.00000	120061.00000	10983.00000
1993	82	SWE	Sweden	176191117513.95200	499195059013.51900	509911153995.21100	4708040.00000	1.66378	37179.00000	5914477.00000	135920.00000	775000.00000	121731.00000	10884.00000
1994	82	SWE	Sweden	183641482935.87800	503598550418.50000	513671679701.29100	4741580.00000	1.70372	33982.00000	5997944.00000	136256.00000	1380000.00000	122554.00000	12000.00000
1995	82	SWE	Sweden	191018869856.82200	511406722558.92200	520875464084.74500	4768740.00000	1.74355	33623.00000	6014362.00000	136233.00000	2010000.00000	123537.00000	12084.00000
1996	82	SWE	Sweden	193342638825.27500	518471912440.92000	527372529475.19300	4775220.00000	1.78387	33861.00000	6032332.00000	210729.00000	2490000.00000	162261.32813	12000.00000
1997	82	SWE	Sweden	197346263914.84100	525237407584.56900	533603987596.78600	4778700.00000	1.82496	34096.00000	6011258.00000	210760.00000	3170000.00000	162285.20313	12624.00000
1998	82	SWE	Sweden	204656258557.88300	535112199174.65200	542976784386.13600	4779974.00000	1.82950	34446.00000	6389000.00000	211082.00000	4109000.00000	163588.54688	11837.00000
1999	82	SWE	Sweden	214214000920.93600	546667796588.27200	554060506687.06700	4782114.50000	1.83406	32934.00000	6519000.00000	212073.00000	5165000.00000	165629.01563	12263.00000
2000	82	SWE	Sweden	223992817302.72100	561249780215.70200	568198927708.56900	4788377.50000	1.83863	34064.00000	6728000.00000	212402.00000	6369000.00000	166523.17188	12821.00000
1960	83	CHE	Switzerland	81788547836.33020	113609820801.86100	176259544513.83700	2520140.00000	0.59390	5840.00000	1090975.00000	50400.00000	0.00000	50400.00000	3093.04808
1961	83	CHE	Switzerland	88667459754.88360	133993121229.12900	192883861518.38500	2553980.00000	0.59100	6210.00000	1158410.00000	50400.00000	0.00000	50400.00000	3092.44373
1962	83	CHE	Switzerland	92919181866.67840	154335360035.14400	209692655907.04500	2619780.00000	0.58790	7160.00000	1228274.00000	56337.00000	0.00000	56337.00000	3096.07336
1963	83	CHE	Switzerland	97019088175.60780	174418638315.87700	226454496435.46500	2676180.00000	0.58470	7690.00000	1306480.00000	56583.00000	0.00000	56583.00000	3096.07336
1964	83	CHE	Switzerland	102966292464.67700	196018046688.32000	244931753320.73200	2720830.00000	0.58220	8100.00000	1388681.00000	56941.00000	0.00000	56941.00000	3104.57572
1965	83	CHE	Switzerland	105015536353.83700	214995316169.09400	260974200403.56200	2752320.00000	0.58240	8500.00000	1466001.00000	57306.00000	0.00000	57306.00000	3119.26035
1966	83	CHE	Switzerland	107559513884.55700	232854651810.25000	276074802990.64900	2781460.00000	0.58900	8950.00000	1551001.00000	57775.00000	0.00000	57775.00000	3121.10570
1967	83	CHE	Switzerland	111166084492.06600	251016010007.35200	291642952116.92700	2816240.00000	0.59850	9272.00000	1637001.00000	57923.00000	0.00000	57923.00000	3128.50899
1968	83	CHE	Switzerland	115034076552.11000	268520395198.35100	306709720781.35100	2851960.00000	0.61020	9660.00000	1736000.00000	58358.00000	0.00000	58358.00000	3133.46407
1969	83	CHE	Switzerland	121095734348.16300	286843580084.69500	322741546132.71500	2883920.00000	0.62390	9880.00000	1833999.00000	58550.00000	0.00000	58550.00000	3154.07075
1970	83	CHE	Switzerland	130608037191.43900	309818127437.94300	343562215523.08300	2945490.00000	0.63570	10540.00000	1945001.00000	59233.00000	0.00000	59233.00000	3159.10719
1971	83	CHE	Switzerland	136323061174.60900	333317303250.47500	365036746050.50600	2972280.00000	0.65800	10890.00000	2056000.00000	59808.00000	0.00000	59808.00000	3159.10719
1972	83	CHE	Switzerland	141049474774.77800	355592046954.75200	385408323186.78100	3000950.00000	0.68470	11320.00000	2166999.00000	60621.00000	0.00000	60621.00000	3161.00000
1973	83	CHE	Switzerland	145470821069.30300	377663952492.11400	405691252150.22200	3022570.00000	0.71620	11350.00000	2283999.00000	60705.00000	0.00000	60705.00000	3161.00000
1974	83	CHE	Switzerland	147088529865.81200	399565725964.93900	425911387643.56000	3028210.00000	0.74630	11656.00000	2391001.00000	61274.00000	0.00000	61274.00000	3164.50000
1975	83	CHE	Switzerland	132989738902.16600	407601138771.18200	432366060749.08600	3074400.00000	0.77190	11846.00000	2470000.00000	61635.00000	0.00000	61635.00000	3168.00000
1976	83	CHE	Switzerland	132157762419.91100	413491780147.67600	436770806806.90600	3046080.00000	0.80270	12016.00000	2523000.00000	62093.00000	0.00000	62093.00000	3168.00000
1977	83	CHE	Switzerland	135844665752.34300	419303780056.16300	441186065115.83900	3036960.00000	0.83970	12200.00000	2599001.00000	62206.00000	0.00000	62206.00000	3169.00000
1978	83	CHE	Switzerland	138601601753.83700	426979358671.44600	447548706627.54200	3041760.00000	0.88410	12540.00000	2677000.00000	62628.00000	0.00000	62628.00000	3169.00000
