year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1970	52	MWI	Malawi	2161512059.25721	1817930740.20141	1743716536.77476	2349360.00000	0.01100	49.00000	5400.00000	10721.00000	0.00000	1144.00000	537.00000
1971	52	MWI	Malawi	2418849978.40890	2078527699.54474	2008766348.32370	2418260.00000	0.01270	50.00000	6000.00000	10721.00000	0.00000	1271.00000	566.00000
1972	52	MWI	Malawi	2716216196.61039	2411398836.15188	2345823166.00410	2490430.00000	0.01510	55.00000	6600.00000	11549.00000	0.00000	1258.00000	566.00000
1973	52	MWI	Malawi	2885574861.37500	2812961696.88942	2751320566.95051	2565800.00000	0.01760	71.00000	7400.00000	11814.00000	0.00000	1246.00000	566.00000
1974	52	MWI	Malawi	3128998149.59063	3190624783.85881	3132682121.71624	2593670.00000	0.02030	76.00000	7900.00000	12074.00000	0.00000	1271.00000	566.00000
1975	52	MWI	Malawi	3294102014.15415	3563204393.93932	3508738291.52529	2674440.00000	0.02300	87.00000	8700.00000	11025.00000	0.00000	1448.00000	566.00000
1976	52	MWI	Malawi	3527834625.45947	3911672202.66677	3860474066.39759	2763090.00000	0.02560	105.00000	9540.00000	10964.00000	0.00000	1572.00000	566.00000
1977	52	MWI	Malawi	3716310015.68470	4229206903.36058	4181080655.26754	2857470.00000	0.02820	111.00000	10727.00000	10985.00000	0.00000	1610.00000	566.00000
1978	52	MWI	Malawi	4014255082.37184	5177470437.51399	5132231764.30654	2955720.00000	0.03080	104.00000	11792.00000	10985.00000	0.00000	1670.00000	566.00000
1979	52	MWI	Malawi	4259913793.08433	5317289255.06722	5274764902.25222	3054900.00000	0.03360	104.00000	13164.00000	10557.00000	0.00000	1795.00000	681.00000
1980	52	MWI	Malawi	4411073565.86268	5677754092.79041	5637781201.14430	3091500.00000	0.03630	142.00000	14555.00000	10772.00000	0.00000	1905.00000	782.00000
1981	52	MWI	Malawi	4453860310.73325	5797510160.77418	5759935642.62685	3180850.00000	0.03920	146.00000	15438.00000	10772.00000	0.00000	1941.00000	782.00000
1982	52	MWI	Malawi	4570998973.57987	5897974791.12500	5862654744.06650	3274530.00000	0.04210	146.00000	16445.00000	10765.00000	0.00000	1941.00000	782.00000
1983	52	MWI	Malawi	4801664099.40127	5981477025.60606	5948276181.37107	3374040.00000	0.04510	161.00000	17100.00000	11542.00000	0.00000	2166.00000	782.00000
1984	52	MWI	Malawi	4962736567.63586	6046300978.45736	6015092184.87647	3480370.00000	0.04790	158.00000	18233.00000	11429.00000	0.00000	2126.00000	782.00000
1985	52	MWI	Malawi	5300691036.79464	6105282901.62888	6075946635.66284	3594000.00000	0.05060	158.00000	19856.00000	11429.00000	0.00000	2446.00000	782.00000
1986	52	MWI	Malawi	5479176508.05546	6054895395.43863	6027319305.43056	3713290.00000	0.05240	170.00000	21228.00000	11468.00000	0.00000	2125.00000	782.00000
1987	52	MWI	Malawi	5612953353.51207	6036038990.24680	6010117465.63921	3838530.00000	0.05430	185.00000	22466.00000	12370.00000	0.00000	2200.00000	782.00000
1988	52	MWI	Malawi	5676406636.97969	6069081374.59265	6044715141.46152	3890670.00000	0.05600	185.00000	23600.00000	12590.00000	0.00000	2280.00000	782.00000
1989	52	MWI	Malawi	6037428490.15278	6156766398.63002	6133862139.48675	4026100.00000	0.05770	185.00000	25960.00000	12890.00000	0.00000	2320.00000	789.00000
1990	52	MWI	Malawi	6292916559.50160	6187641878.99549	6166111875.40082	4168430.00000	0.05940	185.00000	26536.43750	13140.00000	0.00000	2400.00000	789.00000
1991	52	MWI	Malawi	6573025681.11291	6427154302.97678	6406916099.59779	4284310.00000	0.06170	185.00000	28600.11133	13819.00000	0.00000	2500.00000	789.00000
1992	52	MWI	Malawi	5961512538.53852	6532797319.98682	6513773408.81057	4403400.00000	0.06400	185.00000	31002.50781	14057.00000	0.00000	2449.00000	789.00000
1993	52	MWI	Malawi	6696415562.60606	6604765460.85447	6586882984.34879	4525810.00000	0.06651	185.00000	33148.68359	14157.00000	0.00000	2513.00000	789.00000
1994	52	MWI	Malawi	7996293010.64338	6554088407.24291	6537278879.32757	4651620.00000	0.06894	185.00000	33196.78125	14204.00000	0.00000	2557.00000	789.00000
1995	52	MWI	Malawi	7993439294.12618	6520120124.40893	6504319168.16852	4683360.00000	0.07134	185.00000	34222.25391	14594.00000	382.00000	2918.00000	789.00000
1996	52	MWI	Malawi	7987680668.22167	6467101939.45105	6452249040.58506	4807680.00000	0.07377	189.00000	35037.23438	14594.00000	3700.00000	2918.00000	789.00000
1997	52	MWI	Malawi	8439258869.72117	6553876508.20700	6539914783.27297	4932520.00000	0.07631	244.00000	36176.95313	14594.00000	7000.00000	3126.00000	789.00000
1998	52	MWI	Malawi	8565847739.67921	6642566609.81456	6629442588.37657	5035969.50000	0.07580	246.00000	37371.00000	14594.00000	10500.00000	3254.00000	789.00000
1999	52	MWI	Malawi	8831389030.14765	6740874910.83490	6728538330.68319	5135149.00000	0.07529	242.00000	41362.00000	14594.00000	22500.00000	3527.00000	789.00000
2000	52	MWI	Malawi	9122824867.32557	6849681168.09990	6838084782.75730	5235012.00000	0.07478	242.00000	45000.00000	14594.00000	49000.00000	3673.00000	789.00000
1960	53	MYS	Malaysia	15177482477.15890	11876680902.33730	10002225364.94500	2849000.00000	0.23370	336.00000	48021.00000	14567.80859	0.00000	8932.00000	1630.75529
1961	53	MYS	Malaysia	16292313632.30020	13028096208.41990	11266108003.27120	2945960.00000	0.24110	336.00000	53048.00000	15142.34570	0.00000	9048.00000	1628.42896
1962	53	MYS	Malaysia	17258048251.85890	14484254121.86780	12827985209.02800	3041870.00000	0.25000	355.00000	58602.00000	16874.00391	0.00000	9165.00000	1629.98354
1963	53	MYS	Malaysia	18449807102.57350	15981918972.09170	14425026194.02230	3136980.00000	0.26060	438.00000	64736.00000	17675.45898	0.00000	10969.00000	1651.22368
1964	53	MYS	Malaysia	19448848858.01810	17437519217.42410	15974040006.03880	3231510.00000	0.27330	496.00000	71513.00000	17482.33594	0.00000	11676.00000	1651.22368
1965	53	MYS	Malaysia	20884175302.88490	19066950656.61970	17691280197.91760	3230680.00000	0.28820	502.00000	79000.00000	18109.98242	0.00000	12393.00000	1651.22368
1966	53	MYS	Malaysia	22446393214.42630	20760778678.30980	19467648447.12980	3322050.00000	0.30450	500.00000	82000.00000	19363.66406	0.00000	12939.00000	1668.48932
1967	53	MYS	Malaysia	23209196021.17010	22551839712.30130	21336297294.99210	3413480.00000	0.32340	694.00000	85000.00000	20274.55273	0.00000	13400.00000	1673.94445
1968	53	MYS	Malaysia	24915340994.72050	24366020579.33770	23223410707.06700	3505170.00000	0.34500	744.00000	91000.00000	21074.39844	0.00000	14100.00000	1677.83734
1969	53	MYS	Malaysia	26229558529.44430	25881876314.95130	24807823035.01690	3597300.00000	0.37000	868.00000	99000.00000	21685.95117	0.00000	14493.00000	1677.83734
1970	53	MYS	Malaysia	27595894140.95640	28392416491.89600	27382806408.75760	3690020.00000	0.39840	866.00000	104000.00000	22027.13281	0.00000	14803.00000	1677.83734
1971	53	MYS	Malaysia	33924521271.59630	31895170345.39050	30946136867.24040	3894940.00000	0.43050	927.00000	110000.00000	22419.81250	0.00000	15185.00000	1678.61448
1972	53	MYS	Malaysia	37156109417.25840	35615066499.38600	34722975029.92500	3992720.00000	0.46700	926.00000	122000.00000	22918.71094	0.00000	15548.00000	1678.61448
1973	53	MYS	Malaysia	41302614689.33000	40645641676.00620	39807075694.71280	4208480.00000	0.50870	1103.00000	136000.00000	23971.22266	0.00000	16024.00000	1684.19270
1974	53	MYS	Malaysia	44527880546.12560	47684261735.53290	46896009713.11710	4310570.00000	0.55160	1121.00000	149000.00000	24882.11328	0.00000	16549.00000	1689.77091
1975	53	MYS	Malaysia	45438802114.05250	52220463776.27150	51479506875.20060	4412880.00000	0.59680	1227.00000	169000.00000	25155.70313	0.00000	16578.00000	1635.04149
1976	53	MYS	Malaysia	50922251089.39200	57341124359.41040	56644624872.40380	4641610.00000	0.64520	1524.00000	194259.00000	26581.58398	0.00000	17272.00000	1635.04149
1977	53	MYS	Malaysia	54469835462.72690	64000836341.64380	63346126823.85760	4749540.00000	0.69820	1553.00000	227564.00000	27529.49023	0.00000	17656.00000	1631.90171
1978	53	MYS	Malaysia	57939147428.34800	71081315442.07770	70465888495.35870	4991350.00000	0.75670	1831.00000	271010.00000	31098.00000	0.00000	17894.00000	1631.90171
1979	53	MYS	Malaysia	63097528959.67450	79197143454.41560	78618642124.49970	5108330.00000	0.81620	2177.00000	325154.00000	32077.00000	0.00000	18070.00000	1637.42555
1980	53	MYS	Malaysia	68135726998.74120	89157334302.14470	88613543052.02370	5229940.00000	0.87740	2250.00000	395640.00000	32405.00000	0.00000	19008.00000	1639.00000
1981	53	MYS	Malaysia	72758650409.54460	101049014897.87800	100537851122.76500	5500980.00000	0.94370	2328.00000	488670.00000	34297.00000	0.00000	18771.00000	1639.00000
1982	53	MYS	Malaysia	76989057085.95720	114722790670.71400	114242296722.10700	5641670.00000	1.01210	3210.00000	585390.00000	37458.00000	0.00000	20229.00000	1639.00000
1983	53	MYS	Malaysia	81715429922.43100	129064418679.65700	128612754367.96700	5790330.00000	1.08050	3273.00000	700097.00000	37409.00000	0.00000	21730.00000	1668.00000
1984	53	MYS	Malaysia	87552505355.89350	143707422422.40000	143282857969.41100	5947600.00000	1.15250	3323.00000	850963.93750	38503.00000	0.00000	23142.00000	1668.00000
1985	53	MYS	Malaysia	87673755873.28680	153054565341.79000	152655474755.98000	6114030.00000	1.22320	3897.00000	962567.75000	39702.00000	0.00000	24647.00000	1668.00000
1986	53	MYS	Malaysia	89372287280.26130	159423102171.65000	159047957020.98900	6295770.00000	1.30050	4390.00000	1052524.25000	39915.00000	10800.00000	26065.00000	1668.00000
1987	53	MYS	Malaysia	94469653228.72120	165006383737.39200	164653747295.77100	6487100.00000	1.37930	4490.00000	1137736.87500	39339.00000	17400.00000	30235.00000	1668.00000
1988	53	MYS	Malaysia	102234334963.05700	173714349152.24000	173382870897.11600	6686310.00000	1.45560	4902.00000	1261827.12500	52606.00000	27300.00000	35072.00000	1668.00000
1989	53	MYS	Malaysia	111431741876.86700	185427608571.68000	185116019011.86300	6891140.00000	1.53260	4967.00000	1413568.00000	52695.00000	39400.00000	35945.00000	1668.00000
1990	53	MYS	Malaysia	120595553317.10300	201174108665.69300	200881214479.46500	7098740.00000	1.61500	5037.00000	1625200.00000	53986.00000	86600.00000	37779.00000	1668.00000
1991	53	MYS	Malaysia	130243989895.20200	223900775880.56000	223625455345.50600	7276210.00000	1.68870	6060.00000	1849267.12500	61649.00000	130000.00000	40628.00000	1668.00000
1992	53	MYS	Malaysia	142892956080.93900	246453579351.00300	246194778048.05200	7459570.00000	1.76110	6700.00000	2132506.50000	63347.00000	201000.00000	42135.00000	1668.00000
1993	53	MYS	Malaysia	155086318269.44400	275849260560.43900	275605987335.66500	7843640.00000	1.85927	6857.00000	2460806.50000	63670.00000	340000.00000	44300.00000	1668.00000
1994	53	MYS	Malaysia	168800673087.03400	311342776694.14500	311114099862.85700	8041300.00000	1.95926	9000.00000	2928322.00000	64052.00000	572000.00000	44576.00000	1668.00000
1995	53	MYS	Malaysia	183591226499.78200	355268455034.94600	355053498813.53600	8243940.00000	2.06161	10600.00000	3415279.25000	61294.00000	1010000.00000	44576.00000	1668.00000
1996	53	MYS	Malaysia	202438847790.19800	400177437522.72000	399975378674.59500	8451690.00000	2.16700	11800.00000	3764051.00000	63383.00000	1520000.00000	48052.00000	1668.00000
1997	53	MYS	Malaysia	215646407218.21200	449832696463.19100	449642761145.95300	8666800.00000	2.27584	12088.00000	4222457.50000	64981.00000	2000000.00000	48052.00000	1648.00000
1998	53	MYS	Malaysia	214206125894.88200	464799647795.46200	464621108597.25800	8935544.00000	2.28735	13541.00000	4384148.00000	65552.00000	2200000.00000	49360.65625	1648.00000
1999	53	MYS	Malaysia	231717979676.60000	477248158167.77400	477080331321.46300	9211881.00000	2.29892	13606.00000	4430799.00000	65877.00000	2990000.00000	49934.76953	1635.00000
2000	53	MYS	Malaysia	248563455528.63300	500711194578.71400	500553437343.18100	9503402.00000	2.31055	12932.00000	4634345.00000	65877.00000	4960800.00000	49934.76953	1622.00000
1960	54	MLI	Mali	3574195438.61026	3107902217.81557	1608644224.29406	2349000.00000	0.00180	10.00000	1648.00000	11938.78027	0.00000	724.00000	645.00000
1961	54	MLI	Mali	3503205218.10141	3076476493.21257	1667173979.30235	2394790.00000	0.00220	10.00000	1805.00000	11938.78027	0.00000	724.00000	645.00000
1962	54	MLI	Mali	3401551441.22756	3069611375.79527	1744867012.71966	2440280.00000	0.00260	10.00000	1978.00000	11938.78027	0.00000	724.00000	645.00000
1963	54	MLI	Mali	3601457767.90131	3095272947.70579	1850013246.41472	2486450.00000	0.00300	10.00000	2167.00000	11938.78027	0.00000	724.00000	645.00000
1964	54	MLI	Mali	2923775590.94485	3203330127.08498	2032786007.87137	2534910.00000	0.00350	11.00000	2373.00000	11938.78027	0.00000	798.00000	645.00000
1965	54	MLI	Mali	3088918245.94551	3256940846.11096	2156629374.05017	2538700.00000	0.00420	12.00000	2600.00000	12080.00000	0.00000	880.00000	645.00000
1966	54	MLI	Mali	3166432104.51279	3369287168.54972	2334994384.81258	2583230.00000	0.00500	15.00000	2800.00000	12080.00000	0.00000	1044.00000	645.00000
1967	54	MLI	Mali	3100342029.74261	3486883469.03977	2514648252.32686	2638570.00000	0.00630	15.00000	2900.00000	12080.00000	0.00000	1155.00000	645.00000
1968	54	MLI	Mali	3315990722.24539	3603419370.19922	2689518266.48909	2701210.00000	0.00800	15.00000	2900.00000	12080.00000	0.00000	1355.00000	645.00000
1969	54	MLI	Mali	3355951327.81601	3718958495.98792	2859891458.50039	2765420.00000	0.00980	20.00000	2900.00000	12091.00000	0.00000	1488.00000	645.00000
1970	54	MLI	Mali	3712695424.75535	3805582219.00033	2998059203.76205	2827550.00000	0.01170	25.00000	3000.00000	12091.00000	0.00000	1634.00000	645.00000
1971	54	MLI	Mali	3950019633.10504	3906989772.16643	3147918137.84245	2888620.00000	0.01380	29.00000	3200.00000	14454.00000	0.00000	1734.00000	641.00000
1972	54	MLI	Mali	4114085846.67239	4057550442.51699	3344023106.25245	2949170.00000	0.01640	29.00000	3300.00000	14551.00000	0.00000	1732.00000	641.00000
1973	54	MLI	Mali	3770327203.37136	4172278302.99800	3501562606.90933	2952430.00000	0.01910	27.00000	3387.00000	14704.00000	0.00000	1735.00000	641.00000
1974	54	MLI	Mali	3999568459.41253	4298937883.86937	3668465129.54602	3011210.00000	0.02230	31.00000	3476.00000	14704.00000	0.00000	1735.00000	641.00000
1975	54	MLI	Mali	4271488918.69382	4507878337.92472	3915233948.86077	3070600.00000	0.02610	37.00000	3567.00000	14704.00000	0.00000	1735.00000	641.00000
1976	54	MLI	Mali	4592501149.53332	4662605257.74981	4105519532.02970	3136600.00000	0.03040	39.00000	3771.00000	14704.00000	0.00000	1735.00000	641.00000
1977	54	MLI	Mali	4829947700.09636	4910290711.33738	4386630129.16048	3205910.00000	0.03550	41.00000	3969.00000	14704.00000	0.00000	1735.00000	641.00000
1978	54	MLI	Mali	5042042059.53646	5244281118.26825	4752040171.02196	3277990.00000	0.04130	41.00000	3992.00000	13104.00000	0.00000	1793.00000	641.00000
1979	54	MLI	Mali	5301978923.88719	5489046772.77327	5026340282.36176	3351780.00000	0.04790	42.00000	4188.00000	13104.00000	0.00000	1793.00000	641.00000
1980	54	MLI	Mali	5532152438.33673	5694979513.33796	5260035412.35114	3360900.00000	0.05510	42.00000	4920.00000	13104.00000	0.00000	1793.00000	641.00000
1981	54	MLI	Mali	5253433324.23550	5881207720.60854	5472360265.68093	3433290.00000	0.06220	42.00000	5384.00000	13104.00000	0.00000	1793.00000	641.00000
1982	54	MLI	Mali	5003597185.20728	6042175521.97397	5657858914.34201	3509480.00000	0.06860	56.00000	5830.00000	13104.00000	0.00000	1793.00000	641.00000
1983	54	MLI	Mali	5300101099.52796	6081409797.70888	5720152186.53484	3590330.00000	0.07360	56.00000	6488.00000	13104.00000	0.00000	1800.00000	641.00000
1984	54	MLI	Mali	5492750249.99257	6140950060.70554	5801367906.20195	3676490.00000	0.08000	56.00000	7071.00000	13104.00000	0.00000	1800.00000	642.00000
1985	54	MLI	Mali	5395964623.06820	6202266946.06454	5883059720.83115	3768390.00000	0.08650	56.00000	7243.00000	13115.00000	0.00000	1890.00000	642.00000
1986	54	MLI	Mali	6511805374.72904	6296166366.55846	5996111574.83909	3865650.00000	0.09310	87.00000	7346.00000	13306.00000	0.00000	1934.00000	642.00000
1987	54	MLI	Mali	6630698284.32055	6389518690.57345	6107467186.35724	3968580.00000	0.09930	87.00000	8522.00000	13530.00000	0.00000	1990.00000	642.00000
1988	54	MLI	Mali	6537977636.54428	6519138717.95599	6254010303.99275	4077480.00000	0.10540	87.00000	8772.00000	13810.00000	0.00000	2030.00000	642.00000
1989	54	MLI	Mali	7034348463.55133	6684806874.48781	6435586165.36236	4110490.00000	0.11110	87.00000	9667.00000	14040.00000	0.00000	2075.00000	642.00000
1990	54	MLI	Mali	7110904180.88243	6881229891.64906	6646962425.07114	4230000.00000	0.11690	87.00000	11169.00000	14411.00000	0.00000	2130.00000	642.00000
1991	54	MLI	Mali	7342945981.88374	6931652452.23143	6711441033.64818	4351240.00000	0.12240	87.00000	12457.52930	14500.00000	0.00000	2210.00000	642.00000
1992	54	MLI	Mali	7845850693.97350	7114438627.51517	6907439894.04692	4474170.00000	0.12710	87.00000	12817.41895	14650.00000	0.00000	2300.00000	642.00000
1993	54	MLI	Mali	8268143197.17227	7281479712.24637	7086900902.78621	4598730.00000	0.13505	102.00000	12540.49219	14760.00000	0.00000	2380.00000	642.00000
1994	54	MLI	Mali	8218895279.50273	7586012977.96253	7403108897.06999	4630360.00000	0.14303	114.00000	13734.60254	14760.00000	0.00000	2468.00000	642.00000
1995	54	MLI	Mali	8368672571.25933	7943043985.33098	7771114149.29198	4755450.00000	0.15101	114.00000	15837.27539	14776.00000	0.00000	2732.00000	642.00000
1996	54	MLI	Mali	9372323366.14633	8145845867.22810	7984231821.35144	4896740.00000	0.15911	114.00000	20120.30664	15100.00000	1190.00000	2827.00000	642.00000
1997	54	MLI	Mali	9489173336.51909	8486483517.65473	8334566314.53067	5042230.00000	0.16742	114.00000	22726.62305	15100.00000	2840.00000	2827.00000	729.00000
1998	54	MLI	Mali	11114447803.29440	8745196414.03045	8602394243.09384	5156710.00000	0.17270	114.00000	27063.00000	15100.00000	4473.00000	1827.10010	729.00000
1999	54	MLI	Mali	11596670625.25210	8896706311.48120	8762472270.80078	5272837.00000	0.17815	114.00000	33778.00000	15100.00000	6387.00000	1827.10010	729.00000
2000	54	MLI	Mali	11163660839.25240	9068758573.97667	8942578575.73708	5391709.50000	0.18378	114.00000	39223.00000	15761.00000	10398.00000	1827.10010	734.00000
1960	55	MRT	Mauritania	863882163.61286	#?VALOR!	2381494550.97832	525230.00000	0.31000	1.00000	110.56511	5599.31982	0.00000	6.00000	0.00000
1961	55	MRT	Mauritania	981749518.84460	#?VALOR!	2415182353.81711	535666.00000	0.30483	1.00000	129.54546	5599.31982	0.00000	6.00000	0.00000
1962	55	MRT	Mauritania	979377876.07761	#?VALOR!	2447685889.34797	536110.00000	0.29975	1.00000	152.02702	5599.31982	0.00000	6.00000	0.00000
1963	55	MRT	Mauritania	950000338.48039	#?VALOR!	2479080181.10545	546993.00000	0.29475	2.00000	178.19411	5599.31982	0.00000	6.00000	650.00000
1964	55	MRT	Mauritania	1176411493.42015	#?VALOR!	2509435770.01849	558256.00000	0.28984	3.00000	208.96806	5712.00000	0.00000	9.00000	650.00000
1965	55	MRT	Mauritania	1343967026.40907	#?VALOR!	2538818983.45593	569920.00000	0.29000	21.00000	244.90172	5884.00000	0.00000	14.00000	650.00000
1966	55	MRT	Mauritania	1334914119.24507	#?VALOR!	2567292188.12961	582005.00000	0.28746	21.00000	282.67813	5900.00000	0.00000	20.00000	650.00000
